Group,Num,Time,Priority,Category,Message,Source,Destination,Notes,Rule
5,46,UTC 11/01/2014 09:24:39.064,Notice,Network Access,TCP connection dropped,"201.29.104.36,50525,X1,201-29-104-36.user.veloxzone.com.br","173.240.220.68,26965,X1",Port: 26965,
5,47,UTC 11/01/2014 09:25:03.448,Notice,Network Access,Web management request allowed,"216.255.240.34,56180,X1","173.240.220.68,80,X1",TCP HTTP,
5,48,UTC 11/01/2014 09:25:13.784,Notice,Network Access,TCP connection dropped,"195.211.78.251,57444,X1,195.211.78.251.lantek.ru","173.240.220.68,20475,X1",Port: 20475,
5,49,UTC 11/01/2014 09:25:27.800,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,1962,X0",Port: 1962,
5,50,UTC 11/01/2014 09:26:03.464,Notice,Network Access,Web management request allowed,"216.255.240.34,56202,X1","173.240.220.68,80,X1",TCP HTTP,
5,51,UTC 11/01/2014 09:26:10.288,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.6,3,X0,complab-bdc.complab.eng","ICMP Destination Unreachable,Code: 3",
5,52,UTC 11/01/2014 09:26:13.912,Notice,Network Access,UDP packet dropped,"182.173.193.233,62411,X1,182-173-193-233.d.c400.guam.net","173.240.220.68,25091,X1",Port: 25091,
5,53,UTC 11/01/2014 09:26:22.432,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
5,54,UTC 11/01/2014 09:26:39.048,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,1967,X0",Port: 1967,
5,55,UTC 11/01/2014 09:27:03.464,Notice,Network Access,Web management request allowed,"216.255.240.34,56218,X1","173.240.220.68,80,X1",TCP HTTP,
5,56,UTC 11/01/2014 09:27:32.096,Notice,Network Access,TCP connection dropped,"222.186.15.236,6000,X1","173.240.220.68,8009,X1",Port: 8009,
5,57,UTC 11/01/2014 09:27:50.144,Info,Network Access,DNS packet allowed,"8.8.8.8,53,X1,google-public-dns-a.google.com","173.240.220.68,1024,X1",Port: 1024,
5,58,UTC 11/01/2014 09:28:00.032,Notice,Network Access,UDP packet dropped,"173.240.220.50,35013,X1","173.240.220.255,137",NetBios NS UDP,
5,59,UTC 11/01/2014 09:28:03.480,Notice,Network Access,Web management request allowed,"216.255.240.34,56234,X1","173.240.220.68,80,X1",TCP HTTP,
5,60,UTC 11/01/2014 09:29:03.480,Notice,Network Access,Web management request allowed,"216.255.240.34,56255,X1","173.240.220.68,80,X1",TCP HTTP,
5,61,UTC 11/01/2014 09:29:05.208,Info,Network Access,DNS packet allowed,"4.2.2.3,53,X1,c.resolvers.level3.net","173.240.220.68,1024,X1",Port: 1024,
5,62,UTC 11/01/2014 09:29:10.576,Notice,Network Access,UDP packet dropped,"95.44.46.138,41150,X1","173.240.220.68,31585,X1",Port: 31585,
5,63,UTC 11/01/2014 09:30:03.496,Notice,Network Access,Web management request allowed,"216.255.240.34,56277,X1","173.240.220.68,80,X1",TCP HTTP,
5,64,UTC 11/01/2014 09:30:07.816,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,1979,X0",Port: 1979,
5,65,UTC 11/01/2014 09:30:31.160,Notice,Network Access,UDP packet dropped,"95.235.36.84,19313,X1,host84-36-dynamic.235-95-r.retail.telecomitalia.it","173.240.220.68,31585,X1",Port: 31585,
5,66,UTC 11/01/2014 09:30:52.432,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.8,3,X0,complab-spare.complab.eng","ICMP Destination Unreachable,Code: 3",
5,67,UTC 11/01/2014 09:31:00.688,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
5,68,UTC 11/01/2014 09:31:03.496,Notice,Network Access,Web management request allowed,"216.255.240.34,56291,X1","173.240.220.68,80,X1",TCP HTTP,
5,69,UTC 11/01/2014 09:31:07.880,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,1984,X0",Port: 1984,
5,70,UTC 11/01/2014 09:31:31.192,Notice,Network Access,UDP packet dropped,"173.240.220.50,52026,X1","173.240.220.255,137",NetBios NS UDP,
5,71,UTC 11/01/2014 09:32:03.512,Notice,Network Access,Web management request allowed,"216.255.240.34,56306,X1","173.240.220.68,80,X1",TCP HTTP,
5,72,UTC 11/01/2014 09:32:23.496,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,1990,X0",Port: 1990,
5,73,UTC 11/01/2014 09:33:03.512,Notice,Network Access,Web management request allowed,"216.255.240.34,56322,X1","173.240.220.68,80,X1",TCP HTTP,
5,74,UTC 11/01/2014 09:33:09.880,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
5,75,UTC 11/01/2014 09:33:27.816,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,1993,X0",Port: 1993,
5,76,UTC 11/01/2014 09:34:03.528,Notice,Network Access,Web management request allowed,"216.255.240.34,56337,X1","173.240.220.68,80,X1",TCP HTTP,
5,77,UTC 11/01/2014 09:34:06.208,Info,Network Access,DNS packet allowed,"4.2.2.3,53,X1,c.resolvers.level3.net","173.240.220.68,1024,X1",Port: 1024,
5,78,UTC 11/01/2014 09:34:17.032,Notice,Network Access,UDP packet dropped,"213.136.94.63,5061,X1,ip-63-94-136-213.static.contabo.net","173.240.220.68,5060,X1",SIP,
5,79,UTC 11/01/2014 09:34:27.128,Notice,Network Access,Web management request allowed,"204.212.170.10,31189,X1,snwlhosted.com","173.240.220.68,80,X1",TCP HTTP,
5,80,UTC 11/01/2014 09:34:27.816,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,1997,X0",Port: 1997,
5,81,UTC 11/01/2014 09:34:39.384,Notice,Network Access,TCP connection dropped,"39.50.176.5,53677,X1","173.240.220.68,20475,X1",Port: 20475,
5,82,UTC 11/01/2014 09:35:03.528,Notice,Network Access,Web management request allowed,"216.255.240.34,56352,X1","173.240.220.68,80,X1",TCP HTTP,
5,83,UTC 11/01/2014 09:35:27.816,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2002,X0",Port: 2002,
5,84,UTC 11/01/2014 09:35:40.176,Notice,Network Access,UDP packet dropped,"173.240.220.50,49075,X1","173.240.220.255,137",NetBios NS UDP,
5,85,UTC 11/01/2014 09:35:59.496,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
5,86,UTC 11/01/2014 09:36:03.528,Notice,Network Access,Web management request allowed,"216.255.240.34,56369,X1","173.240.220.68,80,X1",TCP HTTP,
5,87,UTC 11/01/2014 09:36:27.816,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2004,X0",Port: 2004,
5,88,UTC 11/01/2014 09:36:42.816,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.5,3,X0,complab-ad.complab.eng","ICMP Destination Unreachable,Code: 3",
5,89,UTC 11/01/2014 09:37:03.544,Notice,Network Access,Web management request allowed,"216.255.240.34,56384,X1","173.240.220.68,80,X1",TCP HTTP,
5,90,UTC 11/01/2014 09:37:05.592,Notice,Network Access,UDP packet dropped,"81.34.96.97,11738,X1,97.red-81-34-96.dynamicip.rima-tde.net","173.240.220.68,10573,X1",Port: 10573,
5,91,UTC 11/01/2014 09:37:11.336,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
5,92,UTC 11/01/2014 09:37:23.208,Notice,Network Access,TCP connection dropped,"39.50.176.5,54203,X1","173.240.220.68,20475,X1",Port: 20475,
5,93,UTC 11/01/2014 09:37:27.816,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2009,X0",Port: 2009,
5,94,UTC 11/01/2014 09:38:03.544,Notice,Network Access,Web management request allowed,"216.255.240.34,56400,X1","173.240.220.68,80,X1",TCP HTTP,
5,95,UTC 11/01/2014 09:38:20.144,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
5,96,UTC 11/01/2014 09:38:26.832,Notice,Network Access,UDP packet dropped,"173.240.220.50,57783,X1","173.240.220.255,137",NetBios NS UDP,
5,97,UTC 11/01/2014 09:38:59.288,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2015,X0",Port: 2015,
5,98,UTC 11/01/2014 09:39:03.544,Notice,Network Access,Web management request allowed,"216.255.240.34,56423,X1","173.240.220.68,80,X1",TCP HTTP,
5,99,UTC 11/01/2014 09:39:43.944,Notice,Network Access,UDP packet dropped,"46.173.12.74,4780,X1","173.240.220.68,26965,X1",Port: 26965,
5,100,UTC 11/01/2014 09:40:03.560,Notice,Network Access,Web management request allowed,"216.255.240.34,56438,X1","173.240.220.68,80,X1",TCP HTTP,
5,101,UTC 11/01/2014 09:40:07.816,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2022,X0",Port: 2022,
5,102,UTC 11/01/2014 09:40:28.416,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
5,103,UTC 11/01/2014 09:40:43.752,Notice,Network Access,UDP packet dropped,"95.44.46.138,41150,X1","173.240.220.68,31585,X1",Port: 31585,
5,104,UTC 11/01/2014 09:41:03.560,Notice,Network Access,Web management request allowed,"216.255.240.34,56454,X1","173.240.220.68,80,X1",TCP HTTP,
5,105,UTC 11/01/2014 09:41:07.816,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2025,X0",Port: 2025,
5,106,UTC 11/01/2014 09:41:43.816,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
5,107,UTC 11/01/2014 09:41:54.672,Notice,Network Access,UDP packet dropped,"173.240.220.50,34365,X1","173.240.220.255,137",NetBios NS UDP,
5,108,UTC 11/01/2014 09:42:03.576,Notice,Network Access,Web management request allowed,"216.255.240.34,56476,X1","173.240.220.68,80,X1",TCP HTTP,
5,109,UTC 11/01/2014 09:42:05.224,Notice,Network Access,TCP connection dropped,"39.50.176.5,55052,X1","173.240.220.68,20475,X1",Port: 20475,
5,110,UTC 11/01/2014 09:42:07.944,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2031,X0",Port: 2031,
5,111,UTC 11/01/2014 09:43:03.576,Notice,Network Access,Web management request allowed,"216.255.240.34,56494,X1","173.240.220.68,80,X1",TCP HTTP,
5,112,UTC 11/01/2014 09:43:12.176,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
5,113,UTC 11/01/2014 09:43:27.816,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2036,X0",Port: 2036,
5,114,UTC 11/01/2014 09:44:03.592,Notice,Network Access,Web management request allowed,"216.255.240.34,56508,X1","173.240.220.68,80,X1",TCP HTTP,
5,115,UTC 11/01/2014 09:44:18.032,Notice,Network Access,UDP packet dropped,"89.14.86.140,41653,X1,x590e568c.dyn.telefonica.de","173.240.220.68,26965,X1",Port: 26965,
5,116,UTC 11/01/2014 09:44:27.816,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2039,X0",Port: 2039,
5,117,UTC 11/01/2014 09:45:03.592,Notice,Network Access,Web management request allowed,"216.255.240.34,56525,X1","173.240.220.68,80,X1",TCP HTTP,
5,118,UTC 11/01/2014 09:45:22.528,Notice,Network Access,UDP packet dropped,"173.240.220.50,43080,X1","173.240.220.255,137",NetBios NS UDP,
5,119,UTC 11/01/2014 09:45:24.240,Notice,Firewall Event,System time updated based on response from NTP server,,,Received reply from NTP server 207.192.73.151. Update system time from 11/01/2014 02:45:23.560 to 11/01/2014 02:45:24.240,
5,120,UTC 11/01/2014 09:45:42.416,Notice,Network Access,TCP connection dropped,"195.211.78.251,64995,X1,195.211.78.251.lantek.ru","173.240.220.68,20475,X1",Port: 20475,
5,121,UTC 11/01/2014 09:45:56.144,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2046,X0",Port: 2046,
5,122,UTC 11/01/2014 09:46:03.608,Notice,Network Access,Web management request allowed,"216.255.240.34,56539,X1","173.240.220.68,80,X1",TCP HTTP,
5,123,UTC 11/01/2014 09:46:03.656,Notice,Network Access,UDP packet dropped,"173.240.220.50,49920,X1","173.240.220.255,137",NetBios NS UDP,
5,124,UTC 11/01/2014 09:46:23.432,Notice,Network Access,UDP packet dropped,"122.170.30.247,11910,X1,abts-mum-dynamic-247.30.170.122.airtelbroadband.in","173.240.220.68,20475,X1",Port: 20475,
5,125,UTC 11/01/2014 09:46:23.832,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.6,3,X0,complab-bdc.complab.eng","ICMP Destination Unreachable,Code: 3",
5,126,UTC 11/01/2014 09:46:57.640,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
5,127,UTC 11/01/2014 09:47:03.608,Notice,Network Access,Web management request allowed,"216.255.240.34,56553,X1","173.240.220.68,80,X1",TCP HTTP,
5,128,UTC 11/01/2014 09:47:07.816,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2052,X0",Port: 2052,
5,129,UTC 11/01/2014 09:48:03.624,Notice,Network Access,Web management request allowed,"216.255.240.34,56571,X1","173.240.220.68,80,X1",TCP HTTP,
5,130,UTC 11/01/2014 09:48:15.208,Notice,Network Access,UDP packet dropped,"89.14.86.140,41653,X1,x590e568c.dyn.telefonica.de","173.240.220.68,26965,X1",Port: 26965,
5,131,UTC 11/01/2014 09:48:19.672,Notice,Network Access,TCP connection dropped,"89.14.86.140,49326,X1,x590e568c.dyn.telefonica.de","173.240.220.68,26965,X1",Port: 26965,
5,132,UTC 11/01/2014 09:48:27.816,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2056,X0",Port: 2056,
5,133,UTC 11/01/2014 09:48:37.400,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.8,3,X0,complab-spare.complab.eng","ICMP Destination Unreachable,Code: 3",
6,1,UTC 11/01/2014 09:49:03.624,Notice,Network Access,Web management request allowed,"216.255.240.34,56585,X1","173.240.220.68,80,X1",TCP HTTP,
6,2,UTC 11/01/2014 09:49:05.912,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
6,3,UTC 11/01/2014 09:49:22.624,Notice,Network Access,UDP packet dropped,"173.240.220.50,57187,X1","173.240.220.255,137",NetBios NS UDP,
6,4,UTC 11/01/2014 09:49:27.800,Notice,Network Access,Web management request allowed,"216.255.240.34,56592,X1","173.240.220.68,80,X1",TCP HTTP,
6,5,UTC 11/01/2014 09:49:27.816,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2062,X0",Port: 2062,
6,6,UTC 11/01/2014 09:49:33.240,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2063,X0",Port: 2063,
6,7,UTC 11/01/2014 09:50:03.640,Notice,Network Access,Web management request allowed,"216.255.240.34,56603,X1","173.240.220.68,80,X1",TCP HTTP,
6,8,UTC 11/01/2014 09:50:24.032,Notice,Network Access,TCP connection dropped,"46.173.12.74,57956,X1","173.240.220.68,26965,X1",Port: 26965,
6,9,UTC 11/01/2014 09:50:24.032,Notice,Network Access,UDP packet dropped,"46.173.12.74,4780,X1","173.240.220.68,26965,X1",Port: 26965,
6,10,UTC 11/01/2014 09:51:03.640,Notice,Network Access,Web management request allowed,"216.255.240.34,56619,X1","173.240.220.68,80,X1",TCP HTTP,
6,11,UTC 11/01/2014 09:51:06.160,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2067,X0",Port: 2067,
6,12,UTC 11/01/2014 09:51:37.608,Notice,Network Access,TCP connection dropped,"122.170.30.247,12944,X1,abts-mum-dynamic-247.30.170.122.airtelbroadband.in","173.240.220.68,20475,X1",Port: 20475,
6,13,UTC 11/01/2014 09:51:46.112,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
6,14,UTC 11/01/2014 09:52:07.800,Notice,Network Access,Web management request allowed,"216.255.240.34,56641,X1","173.240.220.68,80,X1",TCP HTTP,
6,15,UTC 11/01/2014 09:52:07.816,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2071,X0",Port: 2071,
6,16,UTC 11/01/2014 09:52:18.208,Notice,Network Access,UDP packet dropped,"173.240.220.50,41078,X1","173.240.220.255,137",NetBios NS UDP,
6,17,UTC 11/01/2014 09:52:58.048,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
6,18,UTC 11/01/2014 09:53:07.800,Notice,Network Access,Web management request allowed,"216.255.240.34,56656,X1","173.240.220.68,80,X1",TCP HTTP,
6,19,UTC 11/01/2014 09:53:22.496,Info,Network Access,DNS packet allowed,"4.2.2.3,53,X1,c.resolvers.level3.net","173.240.220.68,1024,X1",Port: 1024,
6,20,UTC 11/01/2014 09:53:31.432,Notice,Network Access,TCP connection dropped,"122.170.30.247,13586,X1,abts-mum-dynamic-247.30.170.122.airtelbroadband.in","173.240.220.68,20475,X1",Port: 20475,
6,21,UTC 11/01/2014 09:53:46.064,Notice,Network Access,UDP packet dropped,"46.146.36.45,31066,X1,net36-45.perm.ertelecom.ru","173.240.220.68,20475,X1",Port: 20475,
6,22,UTC 11/01/2014 09:53:46.368,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.5,3,X0,complab-ad.complab.eng","ICMP Destination Unreachable,Code: 3",
6,23,UTC 11/01/2014 09:54:07.816,Notice,Network Access,Web management request allowed,"216.255.240.34,56681,X1","173.240.220.68,80,X1",TCP HTTP,
6,24,UTC 11/01/2014 09:54:09.768,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
6,25,UTC 11/01/2014 09:54:27.816,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2080,X0",Port: 2080,
6,26,UTC 11/01/2014 09:55:02.032,Notice,Network Access,UDP packet dropped,"46.173.12.74,4780,X1","173.240.220.68,26965,X1",Port: 26965,
6,27,UTC 11/01/2014 09:55:02.032,Notice,Network Access,TCP connection dropped,"46.173.12.74,59135,X1","173.240.220.68,26965,X1",Port: 26965,
6,28,UTC 11/01/2014 09:55:07.800,Notice,Network Access,Web management request allowed,"216.255.240.34,56703,X1","173.240.220.68,80,X1",TCP HTTP,
6,29,UTC 11/01/2014 09:55:26.272,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
6,30,UTC 11/01/2014 09:55:27.816,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2083,X0",Port: 2083,
6,31,UTC 11/01/2014 09:56:07.816,Notice,Network Access,Web management request allowed,"216.255.240.34,56721,X1","173.240.220.68,80,X1",TCP HTTP,
6,32,UTC 11/01/2014 09:56:27.176,Notice,Network Access,UDP packet dropped,"173.240.220.50,58062,X1","173.240.220.255,137",NetBios NS UDP,
6,33,UTC 11/01/2014 09:56:27.832,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2089,X0",Port: 2089,
6,34,UTC 11/01/2014 09:56:40.320,Notice,Network Access,TCP connection dropped,"210.211.31.202,33198,X1","173.240.220.68,22,X1",SSH,
6,35,UTC 11/01/2014 09:56:44.512,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.5,3,X0,complab-ad.complab.eng","ICMP Destination Unreachable,Code: 3",
6,36,UTC 11/01/2014 09:57:07.816,Notice,Network Access,Web management request allowed,"216.255.240.34,56737,X1","173.240.220.68,80,X1",TCP HTTP,
6,37,UTC 11/01/2014 09:57:08.416,Notice,Network Access,TCP connection dropped,"37.146.133.188,2343,X1,37-146-133-188.broadband.corbina.ru","173.240.220.68,26965,X1",Port: 26965,
6,38,UTC 11/01/2014 09:57:15.816,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
6,39,UTC 11/01/2014 09:57:27.896,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2094,X0",Port: 2094,
6,40,UTC 11/01/2014 09:58:07.816,Notice,Network Access,Web management request allowed,"216.255.240.34,56754,X1","173.240.220.68,80,X1",TCP HTTP,
6,41,UTC 11/01/2014 09:58:20.576,Notice,Network Access,TCP connection dropped,"122.170.30.247,13997,X1,abts-mum-dynamic-247.30.170.122.airtelbroadband.in","173.240.220.68,20475,X1",Port: 20475,
6,42,UTC 11/01/2014 09:58:27.832,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2097,X0",Port: 2097,
6,43,UTC 11/01/2014 09:58:43.416,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
6,44,UTC 11/01/2014 09:59:07.816,Notice,Network Access,Web management request allowed,"216.255.240.34,56777,X1","173.240.220.68,80,X1",TCP HTTP,
6,45,UTC 11/01/2014 09:59:13.848,Notice,Network Access,UDP packet dropped,"173.240.220.50,36500,X1","173.240.220.255,137",NetBios NS UDP,
6,46,UTC 11/01/2014 09:59:27.832,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2101,X0",Port: 2101,
6,47,UTC 11/01/2014 09:59:49.032,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
